slide_id_from_zero;course_name;start_timestamp;end_timestamp;transcript_id;aoi_id;aoi_upper_left_x;aoi_upper_left_y;aoi_lower_right_x;aoi_lower_right_y;aoi_center_x;aoi_center_y;aoi_content
2;5;188.36;199.28;24;3;0.43;0.267;0.89;0.4;0.66;0.3335;احد الوالدين يتحدث الى المعلم قائلا: # هل يمكنني معرفة درجة طفلي؟ #
2;5;199.28;209.32;25;3;0.43;0.267;0.89;0.4;0.66;0.3335;احد الوالدين يتحدث الى المعلم قائلا: # هل يمكنني معرفة درجة طفلي؟ #
2;5;209.32;212.22;26;3;0.43;0.267;0.89;0.4;0.66;0.3335;احد الوالدين يتحدث الى المعلم قائلا: # هل يمكنني معرفة درجة طفلي؟ #
2;4;177.6;183.52;23;5;0.654;0.38;0.89;0.765;0.772;0.5725;صورة تظهر سيارة تتحرك من مكان واحد الى عدة اماكن، مع وجود مربعات تحيط بمواقع السيارة في الصورة. وفوق الصورة توجد كتلة نصية تقول: # تتبع الكائنات #.
2;4;183.52;186.06;24;5;0.654;0.38;0.89;0.765;0.772;0.5725;صورة تظهر سيارة تتحرك من مكان واحد الى عدة اماكن، مع وجود مربعات تحيط بمواقع السيارة في الصورة. وفوق الصورة توجد كتلة نصية تقول: # تتبع الكائنات #.
2;4;186.06;193.2;25;5;0.654;0.38;0.89;0.765;0.772;0.5725;صورة تظهر سيارة تتحرك من مكان واحد الى عدة اماكن، مع وجود مربعات تحيط بمواقع السيارة في الصورة. وفوق الصورة توجد كتلة نصية تقول: # تتبع الكائنات #.
2;4;193.2;199.2;26;5;0.654;0.38;0.89;0.765;0.772;0.5725;صورة تظهر سيارة تتحرك من مكان واحد الى عدة اماكن، مع وجود مربعات تحيط بمواقع السيارة في الصورة. وفوق الصورة توجد كتلة نصية تقول: # تتبع الكائنات #.
2;4;199.2;203.52;27;5;0.654;0.38;0.89;0.765;0.772;0.5725;صورة تظهر سيارة تتحرك من مكان واحد الى عدة اماكن، مع وجود مربعات تحيط بمواقع السيارة في الصورة. وفوق الصورة توجد كتلة نصية تقول: # تتبع الكائنات #.
2;4;203.52;206.54;28;5;0.654;0.38;0.89;0.765;0.772;0.5725;صورة تظهر سيارة تتحرك من مكان واحد الى عدة اماكن، مع وجود مربعات تحيط بمواقع السيارة في الصورة. وفوق الصورة توجد كتلة نصية تقول: # تتبع الكائنات #.
2;4;206.54;214.1;29;5;0.654;0.38;0.89;0.765;0.772;0.5725;صورة تظهر سيارة تتحرك من مكان واحد الى عدة اماكن، مع وجود مربعات تحيط بمواقع السيارة في الصورة. وفوق الصورة توجد كتلة نصية تقول: # تتبع الكائنات #.
2;4;214.1;218.36;30;5;0.654;0.38;0.89;0.765;0.772;0.5725;صورة تظهر سيارة تتحرك من مكان واحد الى عدة اماكن، مع وجود مربعات تحيط بمواقع السيارة في الصورة. وفوق الصورة توجد كتلة نصية تقول: # تتبع الكائنات #.
2;4;218.36;226.28;31;5;0.654;0.38;0.89;0.765;0.772;0.5725;صورة تظهر سيارة تتحرك من مكان واحد الى عدة اماكن، مع وجود مربعات تحيط بمواقع السيارة في الصورة. وفوق الصورة توجد كتلة نصية تقول: # تتبع الكائنات #.
2;4;226.28;229.12;32;5;0.654;0.38;0.89;0.765;0.772;0.5725;صورة تظهر سيارة تتحرك من مكان واحد الى عدة اماكن، مع وجود مربعات تحيط بمواقع السيارة في الصورة. وفوق الصورة توجد كتلة نصية تقول: # تتبع الكائنات #.
2;4;229.12;232.12;33;5;0.654;0.38;0.89;0.765;0.772;0.5725;صورة تظهر سيارة تتحرك من مكان واحد الى عدة اماكن، مع وجود مربعات تحيط بمواقع السيارة في الصورة. وفوق الصورة توجد كتلة نصية تقول: # تتبع الكائنات #.
2;4;232.12;243;34;5;0.654;0.38;0.89;0.765;0.772;0.5725;صورة تظهر سيارة تتحرك من مكان واحد الى عدة اماكن، مع وجود مربعات تحيط بمواقع السيارة في الصورة. وفوق الصورة توجد كتلة نصية تقول: # تتبع الكائنات #.
2;4;177.6;183.52;23;3;0.25;0.34;0.43;0.81;0.34;0.575;صورة تظهر قطة داخل مربع احمر يحيط بها، وتحت الصورة توجد كتلة نصية تقول: # قطة #، وفوق الصورة توجد كتلة نصية اخرى تقول: # التصنيف وتحديد الموقع #.
2;4;183.52;186.06;24;3;0.25;0.34;0.43;0.81;0.34;0.575;صورة تظهر قطة داخل مربع احمر يحيط بها، وتحت الصورة توجد كتلة نصية تقول: # قطة #، وفوق الصورة توجد كتلة نصية اخرى تقول: # التصنيف وتحديد الموقع #.
2;4;186.06;193.2;25;3;0.25;0.34;0.43;0.81;0.34;0.575;صورة تظهر قطة داخل مربع احمر يحيط بها، وتحت الصورة توجد كتلة نصية تقول: # قطة #، وفوق الصورة توجد كتلة نصية اخرى تقول: # التصنيف وتحديد الموقع #.
2;4;193.2;199.2;26;3;0.25;0.34;0.43;0.81;0.34;0.575;صورة تظهر قطة داخل مربع احمر يحيط بها، وتحت الصورة توجد كتلة نصية تقول: # قطة #، وفوق الصورة توجد كتلة نصية اخرى تقول: # التصنيف وتحديد الموقع #.
2;4;199.2;203.52;27;3;0.25;0.34;0.43;0.81;0.34;0.575;صورة تظهر قطة داخل مربع احمر يحيط بها، وتحت الصورة توجد كتلة نصية تقول: # قطة #، وفوق الصورة توجد كتلة نصية اخرى تقول: # التصنيف وتحديد الموقع #.
2;4;203.52;206.54;28;3;0.25;0.34;0.43;0.81;0.34;0.575;صورة تظهر قطة داخل مربع احمر يحيط بها، وتحت الصورة توجد كتلة نصية تقول: # قطة #، وفوق الصورة توجد كتلة نصية اخرى تقول: # التصنيف وتحديد الموقع #.
2;4;206.54;214.1;29;3;0.25;0.34;0.43;0.81;0.34;0.575;صورة تظهر قطة داخل مربع احمر يحيط بها، وتحت الصورة توجد كتلة نصية تقول: # قطة #، وفوق الصورة توجد كتلة نصية اخرى تقول: # التصنيف وتحديد الموقع #.
2;4;214.1;218.36;30;3;0.25;0.34;0.43;0.81;0.34;0.575;صورة تظهر قطة داخل مربع احمر يحيط بها، وتحت الصورة توجد كتلة نصية تقول: # قطة #، وفوق الصورة توجد كتلة نصية اخرى تقول: # التصنيف وتحديد الموقع #.
2;4;218.36;226.28;31;3;0.25;0.34;0.43;0.81;0.34;0.575;صورة تظهر قطة داخل مربع احمر يحيط بها، وتحت الصورة توجد كتلة نصية تقول: # قطة #، وفوق الصورة توجد كتلة نصية اخرى تقول: # التصنيف وتحديد الموقع #.
2;4;226.28;229.12;32;3;0.25;0.34;0.43;0.81;0.34;0.575;صورة تظهر قطة داخل مربع احمر يحيط بها، وتحت الصورة توجد كتلة نصية تقول: # قطة #، وفوق الصورة توجد كتلة نصية اخرى تقول: # التصنيف وتحديد الموقع #.
2;4;229.12;232.12;33;3;0.25;0.34;0.43;0.81;0.34;0.575;صورة تظهر قطة داخل مربع احمر يحيط بها، وتحت الصورة توجد كتلة نصية تقول: # قطة #، وفوق الصورة توجد كتلة نصية اخرى تقول: # التصنيف وتحديد الموقع #.
2;4;232.12;243;34;3;0.25;0.34;0.43;0.81;0.34;0.575;صورة تظهر قطة داخل مربع احمر يحيط بها، وتحت الصورة توجد كتلة نصية تقول: # قطة #، وفوق الصورة توجد كتلة نصية اخرى تقول: # التصنيف وتحديد الموقع #.
2;4;177.6;183.52;23;2;0.05;0.37;0.24;0.81;0.145;0.59;صورة تظهر قطة، وتحت الصورة توجد كتلة نصية تقول: # قطة #، وفوق الصورة توجد كتلة نصية اخرى تقول: # التصنيف #.
2;4;183.52;186.06;24;2;0.05;0.37;0.24;0.81;0.145;0.59;صورة تظهر قطة، وتحت الصورة توجد كتلة نصية تقول: # قطة #، وفوق الصورة توجد كتلة نصية اخرى تقول: # التصنيف #.
2;4;186.06;193.2;25;2;0.05;0.37;0.24;0.81;0.145;0.59;صورة تظهر قطة، وتحت الصورة توجد كتلة نصية تقول: # قطة #، وفوق الصورة توجد كتلة نصية اخرى تقول: # التصنيف #.
2;4;193.2;199.2;26;2;0.05;0.37;0.24;0.81;0.145;0.59;صورة تظهر قطة، وتحت الصورة توجد كتلة نصية تقول: # قطة #، وفوق الصورة توجد كتلة نصية اخرى تقول: # التصنيف #.
2;4;199.2;203.52;27;2;0.05;0.37;0.24;0.81;0.145;0.59;صورة تظهر قطة، وتحت الصورة توجد كتلة نصية تقول: # قطة #، وفوق الصورة توجد كتلة نصية اخرى تقول: # التصنيف #.
2;4;203.52;206.54;28;2;0.05;0.37;0.24;0.81;0.145;0.59;صورة تظهر قطة، وتحت الصورة توجد كتلة نصية تقول: # قطة #، وفوق الصورة توجد كتلة نصية اخرى تقول: # التصنيف #.
2;4;206.54;214.1;29;2;0.05;0.37;0.24;0.81;0.145;0.59;صورة تظهر قطة، وتحت الصورة توجد كتلة نصية تقول: # قطة #، وفوق الصورة توجد كتلة نصية اخرى تقول: # التصنيف #.
2;4;214.1;218.36;30;2;0.05;0.37;0.24;0.81;0.145;0.59;صورة تظهر قطة، وتحت الصورة توجد كتلة نصية تقول: # قطة #، وفوق الصورة توجد كتلة نصية اخرى تقول: # التصنيف #.
2;4;218.36;226.28;31;2;0.05;0.37;0.24;0.81;0.145;0.59;صورة تظهر قطة، وتحت الصورة توجد كتلة نصية تقول: # قطة #، وفوق الصورة توجد كتلة نصية اخرى تقول: # التصنيف #.
2;4;226.28;229.12;32;2;0.05;0.37;0.24;0.81;0.145;0.59;صورة تظهر قطة، وتحت الصورة توجد كتلة نصية تقول: # قطة #، وفوق الصورة توجد كتلة نصية اخرى تقول: # التصنيف #.
2;4;229.12;232.12;33;2;0.05;0.37;0.24;0.81;0.145;0.59;صورة تظهر قطة، وتحت الصورة توجد كتلة نصية تقول: # قطة #، وفوق الصورة توجد كتلة نصية اخرى تقول: # التصنيف #.
2;4;232.12;243;34;2;0.05;0.37;0.24;0.81;0.145;0.59;صورة تظهر قطة، وتحت الصورة توجد كتلة نصية تقول: # قطة #، وفوق الصورة توجد كتلة نصية اخرى تقول: # التصنيف #.
3;4;243;251.08;35;5;0.76;0.39;0.97;0.73;0.865;0.56;صورة تظهر نهرا وعشباً في مشهد، ويحيط بإطار الصورة حدود حمراء وخضراء وزرقاء.
3;4;251.08;256.28;36;5;0.76;0.39;0.97;0.73;0.865;0.56;صورة تظهر نهرا وعشباً في مشهد، ويحيط بإطار الصورة حدود حمراء وخضراء وزرقاء.
3;4;256.28;261.32;37;5;0.76;0.39;0.97;0.73;0.865;0.56;صورة تظهر نهرا وعشباً في مشهد، ويحيط بإطار الصورة حدود حمراء وخضراء وزرقاء.
3;4;261.32;265.32;38;5;0.76;0.39;0.97;0.73;0.865;0.56;صورة تظهر نهرا وعشباً في مشهد، ويحيط بإطار الصورة حدود حمراء وخضراء وزرقاء.
3;4;265.32;269.1;39;5;0.76;0.39;0.97;0.73;0.865;0.56;صورة تظهر نهرا وعشباً في مشهد، ويحيط بإطار الصورة حدود حمراء وخضراء وزرقاء.
3;4;269.1;276.6;40;5;0.76;0.39;0.97;0.73;0.865;0.56;صورة تظهر نهرا وعشباً في مشهد، ويحيط بإطار الصورة حدود حمراء وخضراء وزرقاء.
3;4;276.6;282.72;41;5;0.76;0.39;0.97;0.73;0.865;0.56;صورة تظهر نهرا وعشباً في مشهد، ويحيط بإطار الصورة حدود حمراء وخضراء وزرقاء.
3;4;282.72;290.2;42;5;0.76;0.39;0.97;0.73;0.865;0.56;صورة تظهر نهرا وعشباً في مشهد، ويحيط بإطار الصورة حدود حمراء وخضراء وزرقاء.
3;4;290.2;296.56;43;5;0.76;0.39;0.97;0.73;0.865;0.56;صورة تظهر نهرا وعشباً في مشهد، ويحيط بإطار الصورة حدود حمراء وخضراء وزرقاء.
3;5;212.22;222.24;27;2;0.05;0.28;0.434;0.57;0.242;0.425;صورة توضح اطار عمل التشفير، حيث يتم في عملية الارسال تشفير النص المدخل (مرحبا!) الى سلسلة غير معروفة باستخدام مفتاح، ثم يتم في جهة الاستقبال فك تشفيره بواسطة مفتاح ليعود الى النص الاصلي (مرحبا!).
3;5;222.24;226.12;28;2;0.05;0.28;0.434;0.57;0.242;0.425;صورة توضح اطار عمل التشفير، حيث يتم في عملية الارسال تشفير النص المدخل (مرحبا!) الى سلسلة غير معروفة باستخدام مفتاح، ثم يتم في جهة الاستقبال فك تشفيره بواسطة مفتاح ليعود الى النص الاصلي (مرحبا!).
3;5;226.12;229.16;29;2;0.05;0.28;0.434;0.57;0.242;0.425;صورة توضح اطار عمل التشفير، حيث يتم في عملية الارسال تشفير النص المدخل (مرحبا!) الى سلسلة غير معروفة باستخدام مفتاح، ثم يتم في جهة الاستقبال فك تشفيره بواسطة مفتاح ليعود الى النص الاصلي (مرحبا!).
3;5;229.16;238.24;30;2;0.05;0.28;0.434;0.57;0.242;0.425;صورة توضح اطار عمل التشفير، حيث يتم في عملية الارسال تشفير النص المدخل (مرحبا!) الى سلسلة غير معروفة باستخدام مفتاح، ثم يتم في جهة الاستقبال فك تشفيره بواسطة مفتاح ليعود الى النص الاصلي (مرحبا!).
3;5;238.24;245.018;31;2;0.05;0.28;0.434;0.57;0.242;0.425;صورة توضح اطار عمل التشفير، حيث يتم في عملية الارسال تشفير النص المدخل (مرحبا!) الى سلسلة غير معروفة باستخدام مفتاح، ثم يتم في جهة الاستقبال فك تشفيره بواسطة مفتاح ليعود الى النص الاصلي (مرحبا!).
3;5;245.018;250.22;32;2;0.05;0.28;0.434;0.57;0.242;0.425;صورة توضح اطار عمل التشفير، حيث يتم في عملية الارسال تشفير النص المدخل (مرحبا!) الى سلسلة غير معروفة باستخدام مفتاح، ثم يتم في جهة الاستقبال فك تشفيره بواسطة مفتاح ليعود الى النص الاصلي (مرحبا!).
3;5;250.22;254;33;2;0.05;0.28;0.434;0.57;0.242;0.425;صورة توضح اطار عمل التشفير، حيث يتم في عملية الارسال تشفير النص المدخل (مرحبا!) الى سلسلة غير معروفة باستخدام مفتاح، ثم يتم في جهة الاستقبال فك تشفيره بواسطة مفتاح ليعود الى النص الاصلي (مرحبا!).
3;5;254;259.68;34;2;0.05;0.28;0.434;0.57;0.242;0.425;صورة توضح اطار عمل التشفير، حيث يتم في عملية الارسال تشفير النص المدخل (مرحبا!) الى سلسلة غير معروفة باستخدام مفتاح، ثم يتم في جهة الاستقبال فك تشفيره بواسطة مفتاح ليعود الى النص الاصلي (مرحبا!).
3;5;259.68;262.08;35;2;0.05;0.28;0.434;0.57;0.242;0.425;صورة توضح اطار عمل التشفير، حيث يتم في عملية الارسال تشفير النص المدخل (مرحبا!) الى سلسلة غير معروفة باستخدام مفتاح، ثم يتم في جهة الاستقبال فك تشفيره بواسطة مفتاح ليعود الى النص الاصلي (مرحبا!).
3;5;262.08;269.64;36;2;0.05;0.28;0.434;0.57;0.242;0.425;صورة توضح اطار عمل التشفير، حيث يتم في عملية الارسال تشفير النص المدخل (مرحبا!) الى سلسلة غير معروفة باستخدام مفتاح، ثم يتم في جهة الاستقبال فك تشفيره بواسطة مفتاح ليعود الى النص الاصلي (مرحبا!).
3;5;269.64;272.28;37;2;0.05;0.28;0.434;0.57;0.242;0.425;صورة توضح اطار عمل التشفير، حيث يتم في عملية الارسال تشفير النص المدخل (مرحبا!) الى سلسلة غير معروفة باستخدام مفتاح، ثم يتم في جهة الاستقبال فك تشفيره بواسطة مفتاح ليعود الى النص الاصلي (مرحبا!).
3;5;272.28;279.18;38;2;0.05;0.28;0.434;0.57;0.242;0.425;صورة توضح اطار عمل التشفير، حيث يتم في عملية الارسال تشفير النص المدخل (مرحبا!) الى سلسلة غير معروفة باستخدام مفتاح، ثم يتم في جهة الاستقبال فك تشفيره بواسطة مفتاح ليعود الى النص الاصلي (مرحبا!).
3;5;279.18;288.24;39;2;0.05;0.28;0.434;0.57;0.242;0.425;صورة توضح اطار عمل التشفير، حيث يتم في عملية الارسال تشفير النص المدخل (مرحبا!) الى سلسلة غير معروفة باستخدام مفتاح، ثم يتم في جهة الاستقبال فك تشفيره بواسطة مفتاح ليعود الى النص الاصلي (مرحبا!).
3;5;288.24;299.76;40;2;0.05;0.28;0.434;0.57;0.242;0.425;صورة توضح اطار عمل التشفير، حيث يتم في عملية الارسال تشفير النص المدخل (مرحبا!) الى سلسلة غير معروفة باستخدام مفتاح، ثم يتم في جهة الاستقبال فك تشفيره بواسطة مفتاح ليعود الى النص الاصلي (مرحبا!).
3;5;299.76;308.165;41;2;0.05;0.28;0.434;0.57;0.242;0.425;صورة توضح اطار عمل التشفير، حيث يتم في عملية الارسال تشفير النص المدخل (مرحبا!) الى سلسلة غير معروفة باستخدام مفتاح، ثم يتم في جهة الاستقبال فك تشفيره بواسطة مفتاح ليعود الى النص الاصلي (مرحبا!).
3;5;308.165;312;42;2;0.05;0.28;0.434;0.57;0.242;0.425;صورة توضح اطار عمل التشفير، حيث يتم في عملية الارسال تشفير النص المدخل (مرحبا!) الى سلسلة غير معروفة باستخدام مفتاح، ثم يتم في جهة الاستقبال فك تشفيره بواسطة مفتاح ليعود الى النص الاصلي (مرحبا!).
3;5;312;319.2;43;2;0.05;0.28;0.434;0.57;0.242;0.425;صورة توضح اطار عمل التشفير، حيث يتم في عملية الارسال تشفير النص المدخل (مرحبا!) الى سلسلة غير معروفة باستخدام مفتاح، ثم يتم في جهة الاستقبال فك تشفيره بواسطة مفتاح ليعود الى النص الاصلي (مرحبا!).
3;5;319.2;325.16;44;2;0.05;0.28;0.434;0.57;0.242;0.425;صورة توضح اطار عمل التشفير، حيث يتم في عملية الارسال تشفير النص المدخل (مرحبا!) الى سلسلة غير معروفة باستخدام مفتاح، ثم يتم في جهة الاستقبال فك تشفيره بواسطة مفتاح ليعود الى النص الاصلي (مرحبا!).
3;5;325.16;329.16;45;2;0.05;0.28;0.434;0.57;0.242;0.425;صورة توضح اطار عمل التشفير، حيث يتم في عملية الارسال تشفير النص المدخل (مرحبا!) الى سلسلة غير معروفة باستخدام مفتاح، ثم يتم في جهة الاستقبال فك تشفيره بواسطة مفتاح ليعود الى النص الاصلي (مرحبا!).
3;5;329.16;334.16;46;2;0.05;0.28;0.434;0.57;0.242;0.425;صورة توضح اطار عمل التشفير، حيث يتم في عملية الارسال تشفير النص المدخل (مرحبا!) الى سلسلة غير معروفة باستخدام مفتاح، ثم يتم في جهة الاستقبال فك تشفيره بواسطة مفتاح ليعود الى النص الاصلي (مرحبا!).
2;3;248.84;254.68;33;5;0.75;0.5;0.93;0.88;0.84;0.69;صورة تظهر بيانات مجمعة بثلاثة الوان: نقاط زرقاء ونقاط خضراء ونقاط حمراء، حيث يمتد المحور الافقي من -3 الى 6 والمحور العمودي من -2 الى 6.
2;3;254.68;262.56;34;5;0.75;0.5;0.93;0.88;0.84;0.69;صورة تظهر بيانات مجمعة بثلاثة الوان: نقاط زرقاء ونقاط خضراء ونقاط حمراء، حيث يمتد المحور الافقي من -3 الى 6 والمحور العمودي من -2 الى 6.
2;3;262.56;270.64;35;5;0.75;0.5;0.93;0.88;0.84;0.69;صورة تظهر بيانات مجمعة بثلاثة الوان: نقاط زرقاء ونقاط خضراء ونقاط حمراء، حيث يمتد المحور الافقي من -3 الى 6 والمحور العمودي من -2 الى 6.
2;3;270.64;288.12;36;5;0.75;0.5;0.93;0.88;0.84;0.69;صورة تظهر بيانات مجمعة بثلاثة الوان: نقاط زرقاء ونقاط خضراء ونقاط حمراء، حيث يمتد المحور الافقي من -3 الى 6 والمحور العمودي من -2 الى 6.
