student_id;video_id;group_name;question_id;accuracy;fall_num_avg;confusion_dur;inattention_dur;valid_percent;follow_percent;choice
191;1;المجموعة الضابطة;اختبار_س5;1;7.5;0;0;0.448714332;0.158320085;ب
191;1;المجموعة الضابطة;اختبار_س6;0;7.5;0;0;0.448714332;0.158320085;أ
191;1;المجموعة الضابطة;اختبار_س7;1;7.5;0;0;0.448714332;0.158320085;أ
191;1;المجموعة الضابطة;اختبار_س8;1;7.5;0;0;0.448714332;0.158320085;أ
191;1;المجموعة الضابطة;اختبار_س9;0;2.525;0;0;0.530539524;0.297618923;ج
191;1;المجموعة الضابطة;اختبار_س10;0;2.525;0;0;0.530539524;0.297618923;د
191;1;المجموعة الضابطة;اختبار_س11;1;2.525;0;0;0.530539524;0.297618923;ب
191;1;المجموعة الضابطة;اختبار_س12;1;1.333333333;0;0;0.147173489;0.017787524;ج
154;1;المجموعة الضابطة;اختبار_س1;1;4;0;0;0.75;0.011904762;د
154;1;المجموعة الضابطة;اختبار_س2;1;4;0;0;0.75;0.011904762;ب
154;1;المجموعة الضابطة;اختبار_س3;1;16.33333333;0;0;0.415069515;0.272707429;ج
154;1;المجموعة الضابطة;اختبار_س4;1;16.33333333;0;0;0.415069515;0.272707429;أ
154;1;المجموعة الضابطة;اختبار_س5;1;16.33333333;0;0;0.415069515;0.272707429;ب
154;1;المجموعة الضابطة;اختبار_س6;1;16.33333333;0;0;0.415069515;0.272707429;ب
154;1;المجموعة الضابطة;اختبار_س7;1;16.33333333;0;0;0.415069515;0.272707429;أ
154;1;المجموعة الضابطة;اختبار_س8;1;16.33333333;0;0;0.415069515;0.272707429;أ
154;1;المجموعة الضابطة;اختبار_س9;0;10.6;0;0;0.802390554;0.517201758;د
154;1;المجموعة الضابطة;اختبار_س10;1;10.6;0;0;0.802390554;0.517201758;أ
154;1;المجموعة الضابطة;اختبار_س11;1;10.6;0;0;0.802390554;0.517201758;ب
154;1;المجموعة الضابطة;اختبار_س12;0;19.16666667;0;0;0.453778043;0.10769397;ب
161;1;المجموعة الضابطة;اختبار_س1;1;19;0;0;0.678571429;0;د
161;1;المجموعة الضابطة;اختبار_س2;1;19;0;0;0.678571429;0;ب
161;1;المجموعة الضابطة;اختبار_س3;1;8.166666667;0;0;0.428714903;0.214703416;ج
161;1;المجموعة الضابطة;اختبار_س4;1;8.166666667;0;0;0.428714903;0.214703416;أ
161;1;المجموعة الضابطة;اختبار_س5;0;8.166666667;0;0;0.428714903;0.214703416;ج
161;1;المجموعة الضابطة;اختبار_س6;1;8.166666667;0;0;0.428714903;0.214703416;ب
161;1;المجموعة الضابطة;اختبار_س7;1;8.166666667;0;0;0.428714903;0.214703416;أ
161;1;المجموعة الضابطة;اختبار_س8;1;8.166666667;0;0;0.428714903;0.214703416;أ
161;1;المجموعة الضابطة;اختبار_س9;1;5.875;0;0;0.584424751;0.255507959;ب
161;1;المجموعة الضابطة;اختبار_س10;1;5.875;0;0;0.584424751;0.255507959;أ
161;1;المجموعة الضابطة;اختبار_س11;0;5.875;0;0;0.584424751;0.255507959;أ
161;1;المجموعة الضابطة;اختبار_س12;1;2.166666667;0;0;0.147270889;0.037006173;ج
164;1;المجموعة الضابطة;اختبار_س1;1;5;0;0;0.722222222;0.055555556;د
164;1;المجموعة الضابطة;اختبار_س2;1;5;0;0;0.722222222;0.055555556;ب
164;1;المجموعة الضابطة;اختبار_س3;1;13.83333333;0;0;0.481361632;0.197840805;ج
164;1;المجموعة الضابطة;اختبار_س4;1;13.83333333;0;0;0.481361632;0.197840805;أ
164;1;المجموعة الضابطة;اختبار_س5;0;13.83333333;0;0;0.481361632;0.197840805;أ
164;1;المجموعة الضابطة;اختبار_س6;0;13.83333333;0;0;0.481361632;0.197840805;أ
164;1;المجموعة الضابطة;اختبار_س7;1;13.83333333;0;0;0.481361632;0.197840805;أ
164;1;المجموعة الضابطة;اختبار_س8;1;13.83333333;0;0;0.481361632;0.197840805;أ
164;1;المجموعة الضابطة;اختبار_س9;0;2.05;0;0;0.253514334;0.135116352;أ
164;1;المجموعة الضابطة;اختبار_س10;0;2.05;0;0;0.253514334;0.135116352;د
164;1;المجموعة الضابطة;اختبار_س11;1;2.05;0;0;0.253514334;0.135116352;ب
164;1;المجموعة الضابطة;اختبار_س12;0;2.166666667;0;0;0.104735307;0.02737728;ب
176;1;المجموعة الضابطة;اختبار_س1;1;10;0;0;0.729166667;0.104166667;د
176;1;المجموعة الضابطة;اختبار_س2;1;10;0;0;0.729166667;0.104166667;ب
176;1;المجموعة الضابطة;اختبار_س3;1;10.33333333;0;0;0.484114216;0.342563197;ج
176;1;المجموعة الضابطة;اختبار_س4;0;10.33333333;0;0;0.484114216;0.342563197;ب
176;1;المجموعة الضابطة;اختبار_س5;1;10.33333333;0;0;0.484114216;0.342563197;ب
176;1;المجموعة الضابطة;اختبار_س6;1;10.33333333;0;0;0.484114216;0.342563197;ب
176;1;المجموعة الضابطة;اختبار_س7;1;10.33333333;0;0;0.484114216;0.342563197;أ
176;1;المجموعة الضابطة;اختبار_س8;1;10.33333333;0;0;0.484114216;0.342563197;أ
176;1;المجموعة الضابطة;اختبار_س9;1;5.1;0;0;0.633411752;0.345834366;ب
176;1;المجموعة الضابطة;اختبار_س10;1;5.1;0;0;0.633411752;0.345834366;أ
176;1;المجموعة الضابطة;اختبار_س11;0;5.1;0;0;0.633411752;0.345834366;أ
176;1;المجموعة الضابطة;اختبار_س12;1;1.666666667;0;0;0.176838624;0.008388731;ج
140;1;المجموعة الضابطة;اختبار_س1;0;7;0;0;0.25;0;ب
140;1;المجموعة الضابطة;اختبار_س2;0;7;0;0;0.25;0;د
140;1;المجموعة الضابطة;اختبار_س3;1;22.33333333;0;0;0.469282014;0.183525174;ج
140;1;المجموعة الضابطة;اختبار_س4;1;22.33333333;0;0;0.469282014;0.183525174;أ
140;1;المجموعة الضابطة;اختبار_س5;0;22.33333333;0;0;0.469282014;0.183525174;أ
140;1;المجموعة الضابطة;اختبار_س6;1;22.33333333;0;0;0.469282014;0.183525174;ب
140;1;المجموعة الضابطة;اختبار_س7;1;22.33333333;0;0;0.469282014;0.183525174;أ
140;1;المجموعة الضابطة;اختبار_س8;1;22.33333333;0;0;0.469282014;0.183525174;أ
140;1;المجموعة الضابطة;اختبار_س9;1;18.55;0;0;0.525280669;0.243049161;ب
140;1;المجموعة الضابطة;اختبار_س10;1;18.55;0;0;0.525280669;0.243049161;أ
140;1;المجموعة الضابطة;اختبار_س11;0;18.55;0;0;0.525280669;0.243049161;د
140;1;المجموعة الضابطة;اختبار_س12;0;4.333333333;0;0;0.253075096;0.070895237;ب
153;1;المجموعة الضابطة;اختبار_س1;1;4;0;0;0.966666667;0;د
153;1;المجموعة الضابطة;اختبار_س2;1;4;0;0;0.966666667;0;ب
153;1;المجموعة الضابطة;اختبار_س3;1;21.66666667;0;0;0.478322297;0.189674014;ج
153;1;المجموعة الضابطة;اختبار_س4;1;21.66666667;0;0;0.478322297;0.189674014;أ
153;1;المجموعة الضابطة;اختبار_س5;1;21.66666667;0;0;0.478322297;0.189674014;ب
153;1;المجموعة الضابطة;اختبار_س6;0;21.66666667;0;0;0.478322297;0.189674014;ج
153;1;المجموعة الضابطة;اختبار_س7;1;21.66666667;0;0;0.478322297;0.189674014;أ
153;1;المجموعة الضابطة;اختبار_س8;0;21.66666667;0;0;0.478322297;0.189674014;ج
153;1;المجموعة الضابطة;اختبار_س9;1;7.525;0;0;0.567118248;0.308141257;ب
153;1;المجموعة الضابطة;اختبار_س10;1;7.525;0;0;0.567118248;0.308141257;أ
153;1;المجموعة الضابطة;اختبار_س11;1;7.525;0;0;0.567118248;0.308141257;ب
153;1;المجموعة الضابطة;اختبار_س12;1;2.5;0.098833333;0;0.216683749;0.016949534;ج
158;1;المجموعة الضابطة;اختبار_س1;1;8;0;0;0.076190476;0;د
158;1;المجموعة الضابطة;اختبار_س2;1;8;0;0;0.076190476;0;ب
158;1;المجموعة الضابطة;اختبار_س3;1;31;0;0;0.415820521;0.224816372;ج
158;1;المجموعة الضابطة;اختبار_س4;1;31;0;0;0.415820521;0.224816372;أ
158;1;المجموعة الضابطة;اختبار_س5;0;31;0;0;0.415820521;0.224816372;ج
158;1;المجموعة الضابطة;اختبار_س6;1;31;0;0;0.415820521;0.224816372;ب
158;1;المجموعة الضابطة;اختبار_س7;1;31;0;0;0.415820521;0.224816372;أ
158;1;المجموعة الضابطة;اختبار_س8;1;31;0;0;0.415820521;0.224816372;أ
158;1;المجموعة الضابطة;اختبار_س9;0;10.075;0;0;0.47205812;0.249727489;ج
158;1;المجموعة الضابطة;اختبار_س10;1;10.075;0;0;0.47205812;0.249727489;أ
158;1;المجموعة الضابطة;اختبار_س11;1;10.075;0;0;0.47205812;0.249727489;ب
158;1;المجموعة الضابطة;اختبار_س12;0;8;0;0;0.151785892;0.015642825;أ
179;1;المجموعة الضابطة;اختبار_س1;0;93;0;0;0.861111111;0;أ
179;1;المجموعة الضابطة;اختبار_س2;1;93;0;0;0.861111111;0;ب
179;1;المجموعة الضابطة;اختبار_س3;1;13;0;0;0.849812255;0.569875909;ج
179;1;المجموعة الضابطة;اختبار_س4;0;13;0;0;0.849812255;0.569875909;ج
179;1;المجموعة الضابطة;اختبار_س5;0;13;0;0;0.849812255;0.569875909;أ
179;1;المجموعة الضابطة;اختبار_س6;1;13;0;0;0.849812255;0.569875909;ب
179;1;المجموعة الضابطة;اختبار_س7;1;13;0;0;0.849812255;0.569875909;أ
179;1;المجموعة الضابطة;اختبار_س8;0;13;0;0;0.849812255;0.569875909;ب
179;1;المجموعة الضابطة;اختبار_س9;0;4.025;0;0;0.104142675;0.041151254;ج
179;1;المجموعة الضابطة;اختبار_س10;1;4.025;0;0;0.104142675;0.041151254;أ
179;1;المجموعة الضابطة;اختبار_س11;1;4.025;0;0;0.104142675;0.041151254;ب
179;1;المجموعة الضابطة;اختبار_س12;0;0.5;0;0;0.009620225;0;ب
163;1;المجموعة الضابطة;اختبار_س1;0;7;0;0;0.815789474;0.035087719;ج
163;1;المجموعة الضابطة;اختبار_س2;1;7;0;0;0.815789474;0.035087719;ب
163;1;المجموعة الضابطة;اختبار_س3;1;11.5;0;0;0.480637126;0.325627408;ج
163;1;المجموعة الضابطة;اختبار_س4;1;11.5;0;0;0.480637126;0.325627408;أ
163;1;المجموعة الضابطة;اختبار_س5;0;11.5;0;0;0.480637126;0.325627408;أ
163;1;المجموعة الضابطة;اختبار_س6;1;11.5;0;0;0.480637126;0.325627408;ب
163;1;المجموعة الضابطة;اختبار_س7;1;11.5;0;0;0.480637126;0.325627408;أ
163;1;المجموعة الضابطة;اختبار_س8;1;11.5;0;0;0.480637126;0.325627408;أ
163;1;المجموعة الضابطة;اختبار_س9;0;9.05;0;0;0.545208613;0.248402284;ج
163;1;المجموعة الضابطة;اختبار_س10;1;9.05;0;0;0.545208613;0.248402284;أ
163;1;المجموعة الضابطة;اختبار_س11;1;9.05;0;0;0.545208613;0.248402284;ب
163;1;المجموعة الضابطة;اختبار_س12;0;9.166666667;0;0;0.173942443;0.039354106;د
149;1;المجموعة الضابطة;اختبار_س1;1;31;0;0;0.574074074;0;د
149;1;المجموعة الضابطة;اختبار_س2;1;31;0;0;0.574074074;0;ب
149;1;المجموعة الضابطة;اختبار_س3;1;6.5;0;0;0.410013473;0.259231128;ج
149;1;المجموعة الضابطة;اختبار_س4;1;6.5;0;0;0.410013473;0.259231128;أ
149;1;المجموعة الضابطة;اختبار_س5;0;6.5;0;0;0.410013473;0.259231128;ج
149;1;المجموعة الضابطة;اختبار_س6;1;6.5;0;0;0.410013473;0.259231128;ب
149;1;المجموعة الضابطة;اختبار_س7;1;6.5;0;0;0.410013473;0.259231128;أ
149;1;المجموعة الضابطة;اختبار_س8;1;6.5;0;0;0.410013473;0.259231128;أ
149;1;المجموعة الضابطة;اختبار_س9;0;3.05;0;0.0029;0.214309569;0.071086681;أ
149;1;المجموعة الضابطة;اختبار_س10;1;3.05;0;0.0029;0.214309569;0.071086681;أ
149;1;المجموعة الضابطة;اختبار_س11;1;3.05;0;0.0029;0.214309569;0.071086681;ب
149;1;المجموعة الضابطة;اختبار_س12;0;0;0;0;0.023771973;0.011670152;ب
136;1;المجموعة الضابطة;اختبار_س1;1;16;0;0;0.509433962;0.018867925;د
136;1;المجموعة الضابطة;اختبار_س2;1;16;0;0;0.509433962;0.018867925;ب
136;1;المجموعة الضابطة;اختبار_س3;1;13.83333333;0;0;0.515950214;0.385837722;ج
136;1;المجموعة الضابطة;اختبار_س4;1;13.83333333;0;0;0.515950214;0.385837722;أ
136;1;المجموعة الضابطة;اختبار_س5;1;13.83333333;0;0;0.515950214;0.385837722;ب
136;1;المجموعة الضابطة;اختبار_س6;1;13.83333333;0;0;0.515950214;0.385837722;ب
136;1;المجموعة الضابطة;اختبار_س7;1;13.83333333;0;0;0.515950214;0.385837722;أ
136;1;المجموعة الضابطة;اختبار_س8;1;13.83333333;0;0;0.515950214;0.385837722;أ
136;1;المجموعة الضابطة;اختبار_س9;0;15.55;0;0;0.74163258;0.490056689;ج
136;1;المجموعة الضابطة;اختبار_س10;1;15.55;0;0;0.74163258;0.490056689;أ
136;1;المجموعة الضابطة;اختبار_س11;1;15.55;0;0;0.74163258;0.490056689;ب
136;1;المجموعة الضابطة;اختبار_س12;1;3.833333333;0;0;0.265867599;0.049172577;ج
142;1;المجموعة الضابطة;اختبار_س1;1;80;0;0;0.968085106;0;د
142;1;المجموعة الضابطة;اختبار_س2;1;80;0;0;0.968085106;0;ب
142;1;المجموعة الضابطة;اختبار_س3;1;17;0;0;0.730855248;0.513220906;ج
142;1;المجموعة الضابطة;اختبار_س4;1;17;0;0;0.730855248;0.513220906;أ
142;1;المجموعة الضابطة;اختبار_س5;1;17;0;0;0.730855248;0.513220906;ب
142;1;المجموعة الضابطة;اختبار_س6;1;17;0;0;0.730855248;0.513220906;ب
142;1;المجموعة الضابطة;اختبار_س7;1;17;0;0;0.730855248;0.513220906;أ
142;1;المجموعة الضابطة;اختبار_س8;1;17;0;0;0.730855248;0.513220906;أ
142;1;المجموعة الضابطة;اختبار_س9;1;6.875;0;0;0.44167993;0.21188717;ب
142;1;المجموعة الضابطة;اختبار_س10;1;6.875;0;0;0.44167993;0.21188717;أ
142;1;المجموعة الضابطة;اختبار_س11;1;6.875;0;0;0.44167993;0.21188717;ب
142;1;المجموعة الضابطة;اختبار_س12;1;10;0;0;0.482348372;0.18224589;ج
181;1;المجموعة الضابطة;اختبار_س1;1;20;0;0;0.571428571;0.034013605;د
181;1;المجموعة الضابطة;اختبار_س2;1;20;0;0;0.571428571;0.034013605;ب
181;1;المجموعة الضابطة;اختبار_س3;1;67.66666667;0;0;0.470779473;0.149119179;ج
181;1;المجموعة الضابطة;اختبار_س4;0;67.66666667;0;0;0.470779473;0.149119179;ب
181;1;المجموعة الضابطة;اختبار_س5;1;67.66666667;0;0;0.470779473;0.149119179;ب
181;1;المجموعة الضابطة;اختبار_س6;1;67.66666667;0;0;0.470779473;0.149119179;ب
181;1;المجموعة الضابطة;اختبار_س7;1;67.66666667;0;0;0.470779473;0.149119179;أ
181;1;المجموعة الضابطة;اختبار_س8;0;67.66666667;0;0;0.470779473;0.149119179;ب
181;1;المجموعة الضابطة;اختبار_س9;0;12.75;0;0;0.585072596;0.314103775;ج
181;1;المجموعة الضابطة;اختبار_س10;0;12.75;0;0;0.585072596;0.314103775;ب
181;1;المجموعة الضابطة;اختبار_س11;0;12.75;0;0;0.585072596;0.314103775;ج
181;1;المجموعة الضابطة;اختبار_س12;1;10.33333333;0;0;0.325202564;0.128239054;ج
146;1;المجموعة الضابطة;اختبار_س1;0;11;0;0;0.746478873;0;ب
146;1;المجموعة الضابطة;اختبار_س2;1;11;0;0;0.746478873;0;ب
146;1;المجموعة الضابطة;اختبار_س3;1;21.5;0;0;0.622115044;0.248181946;ج
146;1;المجموعة الضابطة;اختبار_س4;1;21.5;0;0;0.622115044;0.248181946;أ
146;1;المجموعة الضابطة;اختبار_س5;0;21.5;0;0;0.622115044;0.248181946;ج
146;1;المجموعة الضابطة;اختبار_س6;0;21.5;0;0;0.622115044;0.248181946;أ
146;1;المجموعة الضابطة;اختبار_س7;1;21.5;0;0;0.622115044;0.248181946;أ
146;1;المجموعة الضابطة;اختبار_س8;1;21.5;0;0;0.622115044;0.248181946;أ
146;1;المجموعة الضابطة;اختبار_س9;1;4.275;0;0;0.568346536;0.287395482;ب
146;1;المجموعة الضابطة;اختبار_س10;1;4.275;0;0;0.568346536;0.287395482;أ
146;1;المجموعة الضابطة;اختبار_س11;1;4.275;0;0;0.568346536;0.287395482;ب
146;1;المجموعة الضابطة;اختبار_س12;1;2.333333333;0;0;0.089017019;0.021185563;ج
178;1;المجموعة الضابطة;اختبار_س1;0;10;0;0;0.829268293;0;ج
178;1;المجموعة الضابطة;اختبار_س2;1;10;0;0;0.829268293;0;ب
178;1;المجموعة الضابطة;اختبار_س3;1;15;0;0;0.504939574;0.226842922;ج
178;1;المجموعة الضابطة;اختبار_س4;1;15;0;0;0.504939574;0.226842922;أ
178;1;المجموعة الضابطة;اختبار_س5;1;15;0;0;0.504939574;0.226842922;ب
178;1;المجموعة الضابطة;اختبار_س6;1;15;0;0;0.504939574;0.226842922;ب
178;1;المجموعة الضابطة;اختبار_س7;1;15;0;0;0.504939574;0.226842922;أ
178;1;المجموعة الضابطة;اختبار_س8;1;15;0;0;0.504939574;0.226842922;أ
178;1;المجموعة الضابطة;اختبار_س9;1;2.65;0;0.001925;0.179291803;0.074577813;ب
178;1;المجموعة الضابطة;اختبار_س10;1;2.65;0;0.001925;0.179291803;0.074577813;أ
178;1;المجموعة الضابطة;اختبار_س11;1;2.65;0;0.001925;0.179291803;0.074577813;ب
178;1;المجموعة الضابطة;اختبار_س12;0;0.5;0;0;0.041581617;0.008333333;ب
186;1;المجموعة الضابطة;اختبار_س1;1;11;0;0;0.611111111;0.175925926;د
186;1;المجموعة الضابطة;اختبار_س2;1;11;0;0;0.611111111;0.175925926;ب
186;1;المجموعة الضابطة;اختبار_س3;1;16.16666667;0;0;0.425489498;0.226917199;ج
186;1;المجموعة الضابطة;اختبار_س4;1;16.16666667;0;0;0.425489498;0.226917199;أ
186;1;المجموعة الضابطة;اختبار_س5;0;16.16666667;0;0;0.425489498;0.226917199;أ
186;1;المجموعة الضابطة;اختبار_س6;0;16.16666667;0;0;0.425489498;0.226917199;أ
186;1;المجموعة الضابطة;اختبار_س7;1;16.16666667;0;0;0.425489498;0.226917199;أ
186;1;المجموعة الضابطة;اختبار_س8;1;16.16666667;0;0;0.425489498;0.226917199;أ
186;1;المجموعة الضابطة;اختبار_س9;0;6.8;0;0;0.295434349;0.162311012;ج
186;1;المجموعة الضابطة;اختبار_س10;0;6.8;0;0;0.295434349;0.162311012;د
186;1;المجموعة الضابطة;اختبار_س11;0;6.8;0;0;0.295434349;0.162311012;ج
186;1;المجموعة الضابطة;اختبار_س12;1;5;0;0;0.194822851;0.08147581;ج
175;1;المجموعة الضابطة;اختبار_س1;1;10;0;0;0.3046875;0;د
175;1;المجموعة الضابطة;اختبار_س2;1;10;0;0;0.3046875;0;ب
175;1;المجموعة الضابطة;اختبار_س3;1;40;0;0;0.428970391;0.201862707;ج
175;1;المجموعة الضابطة;اختبار_س4;1;40;0;0;0.428970391;0.201862707;أ
175;1;المجموعة الضابطة;اختبار_س5;1;40;0;0;0.428970391;0.201862707;ب
175;1;المجموعة الضابطة;اختبار_س6;0;40;0;0;0.428970391;0.201862707;أ
175;1;المجموعة الضابطة;اختبار_س7;1;40;0;0;0.428970391;0.201862707;أ
175;1;المجموعة الضابطة;اختبار_س8;0;40;0;0;0.428970391;0.201862707;ج
175;1;المجموعة الضابطة;اختبار_س9;0;10;0;0.0016;0.406732857;0.200557071;ج
175;1;المجموعة الضابطة;اختبار_س10;0;10;0;0.0016;0.406732857;0.200557071;ب
175;1;المجموعة الضابطة;اختبار_س11;1;10;0;0.0016;0.406732857;0.200557071;ب
175;1;المجموعة الضابطة;اختبار_س12;0;4.833333333;0;0;0.272715493;0.081213848;د
160;1;المجموعة الضابطة;اختبار_س1;1;51;0;0;0.85;0;د
160;1;المجموعة الضابطة;اختبار_س2;0;51;0;0;0.85;0;د
160;1;المجموعة الضابطة;اختبار_س3;1;15.83333333;0;0;0.583891933;0.357001132;ج
160;1;المجموعة الضابطة;اختبار_س4;1;15.83333333;0;0;0.583891933;0.357001132;أ
160;1;المجموعة الضابطة;اختبار_س5;0;15.83333333;0;0;0.583891933;0.357001132;ج
160;1;المجموعة الضابطة;اختبار_س6;1;15.83333333;0;0;0.583891933;0.357001132;ب
160;1;المجموعة الضابطة;اختبار_س7;1;15.83333333;0;0;0.583891933;0.357001132;أ
160;1;المجموعة الضابطة;اختبار_س8;1;15.83333333;0;0;0.583891933;0.357001132;أ
160;1;المجموعة الضابطة;اختبار_س9;1;4.775;0;0;0.20091043;0.087598012;ب
160;1;المجموعة الضابطة;اختبار_س10;1;4.775;0;0;0.20091043;0.087598012;أ
160;1;المجموعة الضابطة;اختبار_س11;1;4.775;0;0;0.20091043;0.087598012;ب
160;1;المجموعة الضابطة;اختبار_س12;0;0.666666667;0;0;0.047161822;0.01962045;أ
167;1;المجموعة الضابطة;اختبار_س1;1;10;0;0;0.551020408;0.06122449;د
167;1;المجموعة الضابطة;اختبار_س2;1;10;0;0;0.551020408;0.06122449;ب
167;1;المجموعة الضابطة;اختبار_س3;1;13;0;0;0.393893664;0.197975884;ج
167;1;المجموعة الضابطة;اختبار_س4;1;13;0;0;0.393893664;0.197975884;أ
167;1;المجموعة الضابطة;اختبار_س5;0;13;0;0;0.393893664;0.197975884;ج
167;1;المجموعة الضابطة;اختبار_س6;1;13;0;0;0.393893664;0.197975884;ب
167;1;المجموعة الضابطة;اختبار_س7;1;13;0;0;0.393893664;0.197975884;أ
167;1;المجموعة الضابطة;اختبار_س8;1;13;0;0;0.393893664;0.197975884;أ
167;1;المجموعة الضابطة;اختبار_س9;1;3.05;0;0;0.522358959;0.223896761;ب
167;1;المجموعة الضابطة;اختبار_س10;1;3.05;0;0;0.522358959;0.223896761;أ
167;1;المجموعة الضابطة;اختبار_س11;1;3.05;0;0;0.522358959;0.223896761;ب
167;1;المجموعة الضابطة;اختبار_س12;0;3.5;0;0;0.398069648;0.117315867;أ
228;1;مجموعة التغذية الراجعة;اختبار_س1;1;14;0;0;0.318181818;0;د
228;1;مجموعة التغذية الراجعة;اختبار_س2;1;14;0;0;0.318181818;0;ب
228;1;مجموعة التغذية الراجعة;اختبار_س3;1;9;0;0;0.414086403;0.263592369;ج
228;1;مجموعة التغذية الراجعة;اختبار_س4;1;9;0;0;0.414086403;0.263592369;أ
228;1;مجموعة التغذية الراجعة;اختبار_س5;1;9;0;0;0.414086403;0.263592369;ب
228;1;مجموعة التغذية الراجعة;اختبار_س6;1;9;0;0;0.414086403;0.263592369;ب
228;1;مجموعة التغذية الراجعة;اختبار_س7;1;9;0;0;0.414086403;0.263592369;أ
228;1;مجموعة التغذية الراجعة;اختبار_س8;0;9;0;0;0.414086403;0.263592369;ج
228;1;مجموعة التغذية الراجعة;اختبار_س9;1;2.55;0;0;0.388993018;0.187175786;ب
228;1;مجموعة التغذية الراجعة;اختبار_س10;0;2.55;0;0;0.388993018;0.187175786;ب
228;1;مجموعة التغذية الراجعة;اختبار_س11;1;2.55;0;0;0.388993018;0.187175786;ب
228;1;مجموعة التغذية الراجعة;اختبار_س12;1;1.666666667;0;0;0.202472641;0.065554972;ج
238;1;مجموعة التغذية الراجعة;اختبار_س1;1;7;0;0;0.991735537;0;د
238;1;مجموعة التغذية الراجعة;اختبار_س2;1;7;0;0;0.991735537;0;ب
238;1;مجموعة التغذية الراجعة;اختبار_س3;1;48.83333333;0;0;0.671351558;0.294595522;ج
