video_id;student_id;age;gender;major;education;attitude;exam;focus;curiosity;interest;priors;compliance;smartness;family;;;;;;;
1;1034;من 18 إلى 24 سنة;ذكر;علوم الصحة والحياة;دكتوراه;متحمس جدا;حاصل على معدل منخفض وعادة يخطئ في الاختبار اللاحق;شديد التركيز;فضولي لاستكشاف كل ما في المقرر;مهتم جدا بالمقرر;يمتلك خلفية قوية ومعرفة سابقة في هذا المقرر;غير راغب ويجد صعوبة في متابعة المعلمين;ذكي ويفهم كل شيء بسرعة;الوالدان غير مهتمان بالتعليم على الإطلاق;;;;;;;
1;1035;أكبر من 39 سنة;أنثى;علوم الصحة والحياة;ماجستير;غير متحمس إطلاقا;حاصل على معدل مرتفع وعادة يجيب عن أسئلة الاختبار اللاحق إجابة صحيحة;شديد التركيز;فضولي لاستكشاف كل ما في المقرر;مهتم جدا بالمقرر;يمتلك خلفية قوية ومعرفة سابقة في هذا المقرر;منضبط ويواكب سرعة تدريس المعلمين;ذكي ويفهم كل شيء بسرعة;الوالدان يمتلكان خلفية أكاديمية قوية;;;;;;;
1;1036;من 25 إلى 31 سنة;ذكر;الأعمال والاقتصاد;الثانوية العامة;متحمس جدا;حاصل على معدل منخفض وعادة يخطئ في الاختبار اللاحق;شديد التركيز;فضولي لاستكشاف كل ما في المقرر;غير مهتم إطلاقا بالمقرر;يمتلك خلفية قوية ومعرفة سابقة في هذا المقرر;غير راغب ويجد صعوبة في متابعة المعلمين;ذكي ويفهم كل شيء بسرعة;الوالدان غير مهتمان بالتعليم على الإطلاق;;;;;;;
1;1037;من 25 إلى 31 سنة;أنثى;العلوم الاجتماعية;ماجستير;غير متحمس إطلاقا;حاصل على معدل منخفض وعادة يخطئ في الاختبار اللاحق;عادة مشتت الذهن;لا يملك أي فضول نحو المقرر;غير مهتم إطلاقا بالمقرر;لا يمتلك أي خلفية ولا أي معرفة سابقة في هذا المقرر;منضبط ويواكب سرعة تدريس المعلمين;قليل الذكاء ويفهم ببطء;الوالدان يمتلكان خلفية أكاديمية قوية;;;;;;;
1;1038;أكبر من 39 سنة;ذكر;العلوم الإنسانية والفنون;دكتوراه;متحمس جدا;حاصل على معدل مرتفع وعادة يجيب عن أسئلة الاختبار اللاحق إجابة صحيحة;عادة مشتت الذهن;لا يملك أي فضول نحو المقرر;غير مهتم إطلاقا بالمقرر;يمتلك خلفية قوية ومعرفة سابقة في هذا المقرر;منضبط ويواكب سرعة تدريس المعلمين;ذكي ويفهم كل شيء بسرعة;الوالدان غير مهتمان بالتعليم على الإطلاق;;;;;;;
1;1039;من 25 إلى 31 سنة;غير ذلك;العلوم الطبيعية;ماجستير;غير متحمس إطلاقا;حاصل على معدل منخفض وعادة يخطئ في الاختبار اللاحق;شديد التركيز;فضولي لاستكشاف كل ما في المقرر;غير مهتم إطلاقا بالمقرر;يمتلك خلفية قوية ومعرفة سابقة في هذا المقرر;منضبط ويواكب سرعة تدريس المعلمين;قليل الذكاء ويفهم ببطء;الوالدان غير مهتمان بالتعليم على الإطلاق;;;;;;;
1;1040;من 32 إلى 38 سنة;أنثى;العلوم الاجتماعية;ماجستير;متحمس جدا;حاصل على معدل منخفض وعادة يخطئ في الاختبار اللاحق;شديد التركيز;فضولي لاستكشاف كل ما في المقرر;غير مهتم إطلاقا بالمقرر;يمتلك خلفية قوية ومعرفة سابقة في هذا المقرر;غير راغب ويجد صعوبة في متابعة المعلمين;ذكي ويفهم كل شيء بسرعة;الوالدان غير مهتمان بالتعليم على الإطلاق;;;;;;;
1;1041;أكبر من 39 سنة;ذكر;العلوم الإنسانية والفنون;طالب جامعي;متحمس جدا;حاصل على معدل منخفض وعادة يخطئ في الاختبار اللاحق;عادة مشتت الذهن;فضولي لاستكشاف كل ما في المقرر;مهتم جدا بالمقرر;لا يمتلك أي خلفية ولا أي معرفة سابقة في هذا المقرر;منضبط ويواكب سرعة تدريس المعلمين;ذكي ويفهم كل شيء بسرعة;الوالدان يمتلكان خلفية أكاديمية قوية;;;;;;;
1;1042;من 25 إلى 31 سنة;غير ذلك;العلوم الطبيعية;دكتوراه;غير متحمس إطلاقا;حاصل على معدل منخفض وعادة يخطئ في الاختبار اللاحق;شديد التركيز;لا يملك أي فضول نحو المقرر;مهتم جدا بالمقرر;لا يمتلك أي خلفية ولا أي معرفة سابقة في هذا المقرر;غير راغب ويجد صعوبة في متابعة المعلمين;قليل الذكاء ويفهم ببطء;الوالدان يمتلكان خلفية أكاديمية قوية;;;;;;;
1;1043;من 32 إلى 38 سنة;ذكر;علوم الصحة والحياة;الثانوية العامة;متحمس جدا;حاصل على معدل منخفض وعادة يخطئ في الاختبار اللاحق;عادة مشتت الذهن;لا يملك أي فضول نحو المقرر;مهتم جدا بالمقرر;لا يمتلك أي خلفية ولا أي معرفة سابقة في هذا المقرر;منضبط ويواكب سرعة تدريس المعلمين;قليل الذكاء ويفهم ببطء;الوالدان غير مهتمان بالتعليم على الإطلاق;;;;;;;
1;1044;من 32 إلى 38 سنة;غير ذلك;الهندسة والتكنولوجيا;دكتوراه;غير متحمس إطلاقا;حاصل على معدل منخفض وعادة يخطئ في الاختبار اللاحق;عادة مشتت الذهن;فضولي لاستكشاف كل ما في المقرر;غير مهتم إطلاقا بالمقرر;لا يمتلك أي خلفية ولا أي معرفة سابقة في هذا المقرر;منضبط ويواكب سرعة تدريس المعلمين;ذكي ويفهم كل شيء بسرعة;الوالدان يمتلكان خلفية أكاديمية قوية;;;;;;;
1;1045;من 18 إلى 24 سنة;أنثى;علوم الصحة والحياة;طالب جامعي;متحمس جدا;حاصل على معدل منخفض وعادة يخطئ في الاختبار اللاحق;عادة مشتت الذهن;فضولي لاستكشاف كل ما في المقرر;مهتم جدا بالمقرر;يمتلك خلفية قوية ومعرفة سابقة في هذا المقرر;غير راغب ويجد صعوبة في متابعة المعلمين;ذكي ويفهم كل شيء بسرعة;الوالدان غير مهتمان بالتعليم على الإطلاق;;;;;;;
1;1046;من 32 إلى 38 سنة;أنثى;العلوم الطبيعية;الثانوية العامة;متحمس جدا;حاصل على معدل منخفض وعادة يخطئ في الاختبار اللاحق;شديد التركيز;لا يملك أي فضول نحو المقرر;مهتم جدا بالمقرر;يمتلك خلفية قوية ومعرفة سابقة في هذا المقرر;منضبط ويواكب سرعة تدريس المعلمين;ذكي ويفهم كل شيء بسرعة;الوالدان غير مهتمان بالتعليم على الإطلاق;;;;;;;
1;1047;من 25 إلى 31 سنة;ذكر;علوم الصحة والحياة;ماجستير;متحمس جدا;حاصل على معدل منخفض وعادة يخطئ في الاختبار اللاحق;شديد التركيز;لا يملك أي فضول نحو المقرر;مهتم جدا بالمقرر;يمتلك خلفية قوية ومعرفة سابقة في هذا المقرر;غير راغب ويجد صعوبة في متابعة المعلمين;ذكي ويفهم كل شيء بسرعة;الوالدان يمتلكان خلفية أكاديمية قوية;;;;;;;
1;1048;من 32 إلى 38 سنة;ذكر;العلوم الاجتماعية;الثانوية العامة;متحمس جدا;حاصل على معدل مرتفع وعادة يجيب عن أسئلة الاختبار اللاحق إجابة صحيحة;عادة مشتت الذهن;فضولي لاستكشاف كل ما في المقرر;مهتم جدا بالمقرر;لا يمتلك أي خلفية ولا أي معرفة سابقة في هذا المقرر;غير راغب ويجد صعوبة في متابعة المعلمين;ذكي ويفهم كل شيء بسرعة;الوالدان يمتلكان خلفية أكاديمية قوية;;;;;;;
1;1049;أكبر من 39 سنة;أنثى;العلوم الاجتماعية;طالب جامعي;غير متحمس إطلاقا;حاصل على معدل مرتفع وعادة يجيب عن أسئلة الاختبار اللاحق إجابة صحيحة;شديد التركيز;فضولي لاستكشاف كل ما في المقرر;مهتم جدا بالمقرر;يمتلك خلفية قوية ومعرفة سابقة في هذا المقرر;غير راغب ويجد صعوبة في متابعة المعلمين;ذكي ويفهم كل شيء بسرعة;الوالدان يمتلكان خلفية أكاديمية قوية;;;;;;;
1;1050;من 18 إلى 24 سنة;ذكر;الهندسة والتكنولوجيا;ماجستير;غير متحمس إطلاقا;حاصل على معدل مرتفع وعادة يجيب عن أسئلة الاختبار اللاحق إجابة صحيحة;شديد التركيز;لا يملك أي فضول نحو المقرر;غير مهتم إطلاقا بالمقرر;لا يمتلك أي خلفية ولا أي معرفة سابقة في هذا المقرر;غير راغب ويجد صعوبة في متابعة المعلمين;ذكي ويفهم كل شيء بسرعة;الوالدان يمتلكان خلفية أكاديمية قوية;;;;;;;
1;1051;من 18 إلى 24 سنة;غير ذلك;العلوم الاجتماعية;طالب جامعي;غير متحمس إطلاقا;حاصل على معدل مرتفع وعادة يجيب عن أسئلة الاختبار اللاحق إجابة صحيحة;عادة مشتت الذهن;فضولي لاستكشاف كل ما في المقرر;غير مهتم إطلاقا بالمقرر;يمتلك خلفية قوية ومعرفة سابقة في هذا المقرر;غير راغب ويجد صعوبة في متابعة المعلمين;قليل الذكاء ويفهم ببطء;الوالدان غير مهتمان بالتعليم على الإطلاق;;;;;;;
1;1052;أكبر من 39 سنة;أنثى;العلوم الطبيعية;طالب جامعي;متحمس جدا;حاصل على معدل منخفض وعادة يخطئ في الاختبار اللاحق;شديد التركيز;لا يملك أي فضول نحو المقرر;مهتم جدا بالمقرر;يمتلك خلفية قوية ومعرفة سابقة في هذا المقرر;منضبط ويواكب سرعة تدريس المعلمين;ذكي ويفهم كل شيء بسرعة;الوالدان غير مهتمان بالتعليم على الإطلاق;;;;;;;
1;1053;من 18 إلى 24 سنة;غير ذلك;العلوم الإنسانية والفنون;دكتوراه;متحمس جدا;حاصل على معدل منخفض وعادة يخطئ في الاختبار اللاحق;عادة مشتت الذهن;فضولي لاستكشاف كل ما في المقرر;مهتم جدا بالمقرر;يمتلك خلفية قوية ومعرفة سابقة في هذا المقرر;منضبط ويواكب سرعة تدريس المعلمين;ذكي ويفهم كل شيء بسرعة;الوالدان غير مهتمان بالتعليم على الإطلاق;;;;;;;
1;1054;من 18 إلى 24 سنة;غير ذلك;علوم الصحة والحياة;الثانوية العامة;متحمس جدا;حاصل على معدل مرتفع وعادة يجيب عن أسئلة الاختبار اللاحق إجابة صحيحة;شديد التركيز;لا يملك أي فضول نحو المقرر;مهتم جدا بالمقرر;يمتلك خلفية قوية ومعرفة سابقة في هذا المقرر;منضبط ويواكب سرعة تدريس المعلمين;ذكي ويفهم كل شيء بسرعة;الوالدان يمتلكان خلفية أكاديمية قوية;;;;;;;
1;1055;من 18 إلى 24 سنة;غير ذلك;الهندسة والتكنولوجيا;الثانوية العامة;غير متحمس إطلاقا;حاصل على معدل منخفض وعادة يخطئ في الاختبار اللاحق;عادة مشتت الذهن;لا يملك أي فضول نحو المقرر;مهتم جدا بالمقرر;لا يمتلك أي خلفية ولا أي معرفة سابقة في هذا المقرر;منضبط ويواكب سرعة تدريس المعلمين;ذكي ويفهم كل شيء بسرعة;الوالدان غير مهتمان بالتعليم على الإطلاق;;;;;;;
